Naziv,Cijena,Link,Izvor
Lenovo ThinkPad E16 Gen2 Ultra7 155H,1088.9,https://pc-gamer.me/p/Lenovo-ThinkPad-E16-Gen2-Ultra7-155H--105944,PC-Gamer
HP EliteBook 860 G11 Ultra 5 125U/512 GB SSD/16 GB DDR5 5600 MT/s/16,1103.0,https://pc-gamer.me/p/HP-EliteBook-860-G11-Ultra-5-125U-512-GB-SSD-16-GB-DDR5-5600-MT-s-16--113046,PC-Gamer
"Dell G15 5530 i5-13450HX/16GB DDR5/512GB/15.6"" FHD 120Hz/RTX 3050 6GB/Backlit US/NoOS",1109.5,https://pc-gamer.me/p/Dell-G15-5530-i5-13450HX-16GB-DDR5-512GB-15-6-FHD-120Hz-RTX-3050-6GB-Backlit-US-NoOS--110242,PC-Gamer
HP Pav Plus 14-ew0014nn i5-1335U/512GB/16GB/14,1115.9,https://pc-gamer.me/p/HP-Pav-Plus-14-ew0014nn-i5-1335U-512GB-16GB-14--111948,PC-Gamer
"Lenovo LOQ 15IAX9 i5-12450HX/512GB/24GB/RTX 4060 8GB/15.6"" FHD/bcklYU/LunaGrey/NoOS",1115.9,https://pc-gamer.me/p/Lenovo-LOQ-15IAX9-i5-12450HX-512GB-24GB-RTX-4060-8GB-15-6-FHD-bcklYU-LunaGrey-NoOS--113351,PC-Gamer
MSI MSI NB Cyborg 15 A13VE-1805XHR i5-13420H / 16GB /,1128.7,https://pc-gamer.me/p/MSI-MSI-NB-Cyborg-15-A13VE-1805XHR-i5-13420H-16GB---110098,PC-Gamer
HP Victus Gaming 15-fa1032nm i5-12450H/512GB/16GB/15.6 FHD/RTX 4040/NoOS/Backlit,1141.5,https://pc-gamer.me/p/HP-Victus-Gaming-15-fa1032nm-i5-12450H-512GB-16GB-15-6-FHD-RTX-4040-NoOS-Backlit--111949,PC-Gamer
GIGABYTE G6 MF 16 inch FHD+ 165Hz i7-13620H 16GB 1TB SSD Ge,1141.5,https://pc-gamer.me/p/GIGABYTE-G6-MF-16-inch-FHD-165Hz-i7-13620H-16GB-1TB-SSD-Ge--108814,PC-Gamer
"HP Victus 16-r1020nm, A74T0EA",1145.0,https://pc-gamer.me/p/HP-Victus-16-r1020nm-A74T0EA--107365,PC-Gamer
Lenovo Yoga PRO 7 14IMH9 83E2004EYA,1153.1,https://pc-gamer.me/p/Lenovo-Yoga-PRO-7-14IMH9-83E2004EYA--107806,PC-Gamer
NOT HP Victus 15-fb2015nm,1153.1,https://pc-gamer.me/p/NOT-HP-Victus-15-fb2015nm--104789,PC-Gamer
HP EliteBook 640 G11,1167.2,https://pc-gamer.me/p/HP-EliteBook-640-G11--107072,PC-Gamer
"Dell Latitude 3450 i7-1335U/16GB DDR5/512GB/14"" FHD IPS/IntelIris/Backlit YU/NoOS",1178.7,https://pc-gamer.me/p/Dell-Latitude-3450-i7-1335U-16GB-DDR5-512GB-14-FHD-IPS-IntelIris-Backlit-YU-NoOS--110311,PC-Gamer
GIGABYTE AERO 14 OLED BMF,1189.7,https://pc-gamer.me/p/GIGABYTE-AERO-14-OLED-BMF--107010,PC-Gamer
GIGABYTE G5 MF5 15.6 FHD 144Hz i7-13620H 16GB 1TB SSD,1199.0,https://pc-gamer.me/p/GIGABYTE-G5-MF5-15-6-FHD-144Hz-i7-13620H-16GB-1TB-SSD--100454,PC-Gamer
"Lenovo LOQ 15ARP9, 83JC003AYA",1199.0,https://pc-gamer.me/p/Lenovo-LOQ-15ARP9-83JC003AYA--104432,PC-Gamer
DELL Latitude 5450 14 inch FHD Core Ultra 5 125U 8GB 51,1205.6,https://pc-gamer.me/p/DELL-Latitude-5450-14-inch-FHD-Core-Ultra-5-125U-8GB-51--110047,PC-Gamer
HP Pavilion Aero 13-bg0035nn,1217.2,https://pc-gamer.me/p/HP-Pavilion-Aero-13-bg0035nn--109977,PC-Gamer
GIGABYTE G7 MF 17.3 inch FHD 144Hz i5-12500H 16GB 512GB SSD,1224.0,https://pc-gamer.me/p/GIGABYTE-G7-MF-17-3-inch-FHD-144Hz-i5-12500H-16GB-512GB-SSD--91977,PC-Gamer
HP Victus Gaming Laptop 15-fb2029nm A71S0EA,1226.0,https://pc-gamer.me/p/HP-Victus-Gaming-Laptop-15-fb2029nm-A71S0EA--110877,PC-Gamer
Tesla Book9,1228.7,https://pc-gamer.me/p/Tesla-Book9---82641,PC-Gamer
HP EliteBook 660 G11,1230.0,https://pc-gamer.me/p/HP-EliteBook-660-G11--107073,PC-Gamer
"Dell Latitude 5450 Ultra5 135U/16GB DDR5 /512GB/14"" FHD IPS/IntelUHD/Backlit Yu/NoOS",1231.3,https://pc-gamer.me/p/Dell-Latitude-5450-Ultra5-135U-16GB-DDR5-512GB-14-FHD-IPS-IntelUHD-Backlit-Yu-NoOS--110313,PC-Gamer
ACER ANV15-41-R12K,1236.5,https://pc-gamer.me/p/ACER-ANV15-41-R12K--111594,PC-Gamer
Asus TUF Gaming F15 FA507NUR-LP003,1249.0,https://pc-gamer.me/p/Asus-TUF-Gaming-F15-FA507NUR-LP003--108003,PC-Gamer
Dell Latitude 5550 Ultra5 135U/16GB DDR5/512GB/15.6 FHD IPS/IntelIris/Backlit YU/NoOS,1257.0,https://pc-gamer.me/p/Dell-Latitude-5550-Ultra5-135U-16GB-DDR5-512GB-15-6-FHD-IPS-IntelIris-Backlit-YU-NoOS--110315,PC-Gamer
HP Pav Plus 14-ew0012nn i7-1355U/512GB/16GB/14,1269.8,https://pc-gamer.me/p/HP-Pav-Plus-14-ew0012nn-i7-1355U-512GB-16GB-14--111947,PC-Gamer
HP EliteBook 840 G11 Ultra 7 155U/16GB DDR5/1TB SSD/14,1269.8,https://pc-gamer.me/p/HP-EliteBook-840-G11-Ultra-7-155U-16GB-DDR5-1TB-SSD-14--112690,PC-Gamer
"UX3405CA-QL279, 14",1269.8,https://pc-gamer.me/p/UX3405CA-QL279-14--109772,PC-Gamer
GIGABYTE G6X 9KG 16 inch FHD+ 165Hz i7-13650HX 16GB 1TB SSD,121000136000.0,https://pc-gamer.me/p/GIGABYTE-G6X-9KG-16-inch-FHD-165Hz-i7-13650HX-16GB-1TB-SSD--100847,PC-Gamer
ACER Nitro 5 AN515 15.6 in,1282.6,https://pc-gamer.me/p/ACER-Nitro-5-AN515-15-6-in--105968,PC-Gamer
"GIGABYTE G5 KD 15.6"" FHD 144Hz i5-11400H 16GB 512GB SSD GeForce RTX 3060P 6GB",1299.0,https://pc-gamer.me/p/GIGABYTE-G5-KD-15-6-FHD-144Hz-i5-11400H-16GB-512GB-SSD-GeForce-RTX-3060P-6GB--77259,PC-Gamer
Lenovo Think 21L50019YA,1301.8,https://pc-gamer.me/p/Lenovo-Think-21L50019YA--111757,PC-Gamer
Asus TUF Gaming A15 FA507NUR-LP080,1325.0,https://pc-gamer.me/p/Asus-TUF-Gaming-A15-FA507NUR-LP080--113179,PC-Gamer
HP Pavilion Aero,1340.3,https://pc-gamer.me/p/HP-Pavilion-Aero--109978,PC-Gamer
Lenovo Yoga 7 2-in-1 14ILL10 Ultra 7 256V/1TB/16GB/Intel Arc140V/Copilot+/bckl yu/LunaGrey/NoOS,1346.7,https://pc-gamer.me/p/Lenovo-Yoga-7-2-in-1-14ILL10-Ultra-7-256V-1TB-16GB-Intel-Arc140V-Copilot-bckl-yu-LunaGrey-NoOS--113361,PC-Gamer
HP EliteBook 830 G11 Win11 PRO/Ultra7 155U/16GB DDR5/512GB SSD/13.3,1349.0,https://pc-gamer.me/p/HP-EliteBook-830-G11-Win11-PRO-Ultra7-155U-16GB-DDR5-512GB-SSD-13-3--101540,PC-Gamer
HP Victus Gaming Laptop 15-fb2028nm A70PPEA,1357.0,https://pc-gamer.me/p/HP-Victus-Gaming-Laptop-15-fb2028nm-A70PPEA--110878,PC-Gamer
ACER Nitro 5 AN515 15.6,129900144990.0,https://pc-gamer.me/p/ACER-Nitro-5-AN515-15-6--93781,PC-Gamer
HP Spectre x360 14-ef0018nn,129900152900.0,https://pc-gamer.me/p/HP-Spectre-x360-14-ef0018nn--79161,PC-Gamer
Lenovo Think ThinkPad L14 Gen5 21L1002KYA,1378.8,https://pc-gamer.me/p/Lenovo-Think-ThinkPad-L14-Gen5-21L1002KYA--107824,PC-Gamer
"Dell G15 5530 i5-13450HX/16GB/512GB/15.6"" FHD 165Hz/RTX4050 6GB/Backlit US/NoOS",1385.2,https://pc-gamer.me/p/Dell-G15-5530-i5-13450HX-16GB-512GB-15-6-FHD-165Hz-RTX4050-6GB-Backlit-US-NoOS--110243,PC-Gamer
ACER Nitro 5 AN515 15.6 I7-12700H,1398.6,https://pc-gamer.me/p/ACER-Nitro-5-AN515-15-6-I7-12700H--87594,PC-Gamer
Lenovo Legion 5 16IRX9,1409.6,https://pc-gamer.me/p/Lenovo-Legion-5-16IRX9--98396,PC-Gamer
"ACER Nitro 5 AN515 15.6"" FHD IPS 165Hz Ryzen 7 6800H 1",1410.9,https://pc-gamer.me/p/ACER-Nitro-5-AN515-15-6-FHD-IPS-165Hz-Ryzen-7-6800H-1--105969,PC-Gamer
HP EliteBook 860 G11 Ultra 7 155U/1TB SSD/32GB DDR5/16inch WUXGA/Intel Graphics/Bcklt/NoOS,1423.7,https://pc-gamer.me/p/HP-EliteBook-860-G11-Ultra-7-155U-1TB-SSD-32GB-DDR5-16inch-WUXGA-Intel-Graphics-Bcklt-NoOS--113256,PC-Gamer
"Lenovo ThinkPad L13 Gen 5 Win11Pro/Ultra5 125U/512GB/IntelGraphics/16GB/13.3"" WUXGA/bcklYU/Black",1423.7,https://pc-gamer.me/p/Lenovo-ThinkPad-L13-Gen-5-Win11Pro-Ultra5-125U-512GB-IntelGraphics-16GB-13-3-WUXGA-bcklYU-Black--113355,PC-Gamer
HP ENVY x360 15-es1026nn,1430.0,https://pc-gamer.me/p/HP-ENVY-x360-15-es1026nn--72835,PC-Gamer
Apple MacBook Air 13.6inča,1436.5,https://pc-gamer.me/p/Apple-MacBook-Air-13-6in-a--110648,PC-Gamer
Lenovo ThinkPad L14 Gen 5 (AMD) 21L5001AYA,1439.0,https://pc-gamer.me/p/Lenovo-ThinkPad-L14-Gen-5-AMD-21L5001AYA--111756,PC-Gamer
Lenovo Legion 5 16IRX9,136500140960.0,https://pc-gamer.me/p/Lenovo-Legion-5-16IRX9--108418,PC-Gamer
ASUS Zenbook 14 UM3406KA-QD149W,1460.9,https://pc-gamer.me/p/ASUS-Zenbook-14-UM3406KA-QD149W--109774,PC-Gamer
"Dell Latitude 5450 Ultra7 155U/16GB DDR5/512GB/14"" FHD IPS/IntelIris/Backlit Yu/NoOS",1460.9,https://pc-gamer.me/p/Dell-Latitude-5450-Ultra7-155U-16GB-DDR5-512GB-14-FHD-IPS-IntelIris-Backlit-Yu-NoOS--110314,PC-Gamer
HP EliteBook 830,1462.2,https://pc-gamer.me/p/HP-EliteBook-830--107075,PC-Gamer
DELL Latitude 5550 15.6 inch FHD Core Ultra 5 135U 16GB,1469.3,https://pc-gamer.me/p/DELL-Latitude-5550-15-6-inch-FHD-Core-Ultra-5-135U-16GB--106482,PC-Gamer
Dell G15 5530 i7-13650HX/16GB/512GB/15.6,1473.7,https://pc-gamer.me/p/Dell-G15-5530-i7-13650HX-16GB-512GB-15-6--110245,PC-Gamer
DELL Latitude 5450 14 inch FHD Core Ultra 5 125U 8GB 51,1475.0,https://pc-gamer.me/p/DELL-Latitude-5450-14-inch-FHD-Core-Ultra-5-125U-8GB-51--106484,PC-Gamer
"Lenovo Yoga 7 2-in-1 14ILL10 Ultra 7 258V/1TB/32GB/IntelArc/Copilot+/14""2,8k /bcklyu/LunaGrey/NoOS",1475.0,https://pc-gamer.me/p/Lenovo-Yoga-7-2-in-1-14ILL10-Ultra-7-258V-1TB-32GB-IntelArc-Copilot-14-2-8k-bcklyu-LunaGrey-NoOS--113362,PC-Gamer
Lenovo Legion 5 i5-13450HX/16GB DDR5/1TB/RTX4060/16,1499.4,https://pc-gamer.me/p/Lenovo-Legion-5-i5-13450HX-16GB-DDR5-1TB-RTX4060-16--110251,PC-Gamer
Lenovo ThinkPad L14 Gen 5 (Intel) 21L10032YA,1507.1,https://pc-gamer.me/p/Lenovo-ThinkPad-L14-Gen-5-Intel-21L10032YA--111802,PC-Gamer
"Lenovo Yoga Slim 7 Ultra 7/1TB SSD/16GB Soldered/14"" WQXGA/Bklit YU/Win11 Home/Seashell/IntelGraphic",1513.5,https://pc-gamer.me/p/Lenovo-Yoga-Slim-7-Ultra-7-1TB-SSD-16GB-Soldered-14-WQXGA-Bklit-YU-Win11-Home-Seashell-IntelGraphic--112899,PC-Gamer
DELL G15 5515 15.6,1548.0,https://pc-gamer.me/p/DELL-G15-5515-15-6--71909,PC-Gamer
APPLE MBA 15.3: MIDNIGHT/M3 10C GPU/16GB/256GB-ZEE (mc9g,1590.4,https://pc-gamer.me/p/APPLE-MBA-15-3-MIDNIGHT-M3-10C-GPU-16GB-256GB-ZEE-mc9g--109564,PC-Gamer
APPLE MBA 15.3 Midnight/M3/10C GPU/8GB/256GB,1612.0,https://pc-gamer.me/p/APPLE-MBA-15-3-Midnight-M3-10C-GPU-8GB-256GB--107581,PC-Gamer
"Dell G15 5530 i7-13650HX/16GB/1TB/15.6"" FHD 165 Hz/RTX 4060 8GB/US Backlit/NoOS",1614.8,https://pc-gamer.me/p/Dell-G15-5530-i7-13650HX-16GB-1TB-15-6-FHD-165-Hz-RTX-4060-8GB-US-Backlit-NoOS--110244,PC-Gamer
Lenovo ThinkPad L16 Gen1 21L3002RYA,1628.9,https://pc-gamer.me/p/Lenovo-ThinkPad-L16-Gen1-21L3002RYA--107820,PC-Gamer
"Lenovo ThinkPad L13 2-in-1 Gen 5 Win11Pro/Ultra5 125U/IntelGraphics/512GB/16GB/13.3""/bcktYU/Black",1628.9,https://pc-gamer.me/p/Lenovo-ThinkPad-L13-2-in-1-Gen-5-Win11Pro-Ultra5-125U-IntelGraphics-512GB-16GB-13-3-bcktYU-Black--113353,PC-Gamer
Lenovo 83DH007BYA,1648.1,https://pc-gamer.me/p/Lenovo-83DH007BYA--113157,PC-Gamer
"Lenovo Yoga Pro 7 14IAH10 Win11Pro/Ultra9 285H/1TB/32GB/14.5""3K OELD/Arc 140T GPU/bclt yu/LunaGrey",1654.6,https://pc-gamer.me/p/Lenovo-Yoga-Pro-7-14IAH10-Win11Pro-Ultra9-285H-1TB-32GB-14-5-3K-OELD-Arc-140T-GPU-bclt-yu-LunaGrey--113363,PC-Gamer
"Lenovo ThinkPad L13 Gen 5 Win11Pro/Ultra7 155U/512GB/16GB/IntelGraphics/13.3"" WUXGA/bcktlYU/Black",1667.4,https://pc-gamer.me/p/Lenovo-ThinkPad-L13-Gen-5-Win11Pro-Ultra7-155U-512GB-16GB-IntelGraphics-13-3-WUXGA-bcktlYU-Black--113356,PC-Gamer
Asus Vivobook S 14 S5406SA-QD040X OLED,1679.0,https://pc-gamer.me/p/Asus-Vivobook-S-14-S5406SA-QD040X-OLED--112117,PC-Gamer
Acer Nitro AN515-46-R9TD,1692.0,https://pc-gamer.me/p/Acer-Nitro-AN515-46-R9TD--84147,PC-Gamer
DELL Latitude 5450 14 inch FHD Core Ultra 7 155U 16GB 5,1705.9,https://pc-gamer.me/p/DELL-Latitude-5450-14-inch-FHD-Core-Ultra-7-155U-16GB-5--104675,PC-Gamer
"Lenovo Legion 5 16IRX9 i7-14650HX/1TB/32GB/RTX 4060 8GB/16"" WQXGA/bcktYu/LunaGrey/NoOS",1718.7,https://pc-gamer.me/p/Lenovo-Legion-5-16IRX9-i7-14650HX-1TB-32GB-RTX-4060-8GB-16-WQXGA-bcktYu-LunaGrey-NoOS--113349,PC-Gamer
Lenovo 83DG00HLYA,1725.1,https://pc-gamer.me/p/Lenovo-83DG00HLYA--107336,PC-Gamer
Apple MacBook Air 15.3inča,1731.5,https://pc-gamer.me/p/Apple-MacBook-Air-15-3in-a--110649,PC-Gamer
"Lenovo ThinkPad T14 Gen 5 Win11Pro Ultra5 125U/512GB/16GB/IntelGraphics/14"" WUXGA/bcklYU/Black",1731.5,https://pc-gamer.me/p/Lenovo-ThinkPad-T14-Gen-5-Win11Pro-Ultra5-125U-512GB-16GB-IntelGraphics-14-WUXGA-bcklYU-Black--113357,PC-Gamer
HP Omen 16-wf1001nn IntelCore i5 14500HX/16GB DDR5/512GB/RTX4060/16.1,1782.8,https://pc-gamer.me/p/HP-Omen-16-wf1001nn-IntelCore-i5-14500HX-16GB-DDR5-512GB-RTX4060-16-1--111501,PC-Gamer
"Lenovo ThinkPad L13 2-in-1 Gen 5 Win11Pro/Ultra7 155U/512GB/16GB/IntelGraphics/13.3""/bcktlYU/Black",1782.8,https://pc-gamer.me/p/Lenovo-ThinkPad-L13-2-in-1-Gen-5-Win11Pro-Ultra7-155U-512GB-16GB-IntelGraphics-13-3-bcktlYU-Black--113354,PC-Gamer
Asus Zenbook A14 UX3407RA-QD026X,1789.0,https://pc-gamer.me/p/Asus-Zenbook-A14-UX3407RA-QD026X--112118,PC-Gamer
HP OMEN 16-wd0021nia Win11 Home i7-3620H/16GB/1TB/16,1821.3,https://pc-gamer.me/p/HP-OMEN-16-wd0021nia-Win11-Home-i7-3620H-16GB-1TB-16--111500,PC-Gamer
APPLE MBA 15.3 MIDNIGHT/M3/10C GPU/16GB/512GB-CRO (mxd43,1859.8,https://pc-gamer.me/p/APPLE-MBA-15-3-MIDNIGHT-M3-10C-GPU-16GB-512GB-CRO-mxd43--109565,PC-Gamer
Lenovo 83DF00GDYA,1891.8,https://pc-gamer.me/p/Lenovo-83DF00GDYA--107334,PC-Gamer
Lenovo Yoga Pro 7 14IMH9 83E2004NYA,1920.1,https://pc-gamer.me/p/Lenovo-Yoga-Pro-7-14IMH9-83E2004NYA--110530,PC-Gamer
"ASUS TUF Gaming A15 FA507UI-HQ029, 90NR0I65-M001A0",2019.0,https://pc-gamer.me/p/-ASUS-TUF-Gaming-A15-FA507UI-HQ029-90NR0I65-M001A0--111625,PC-Gamer
APPLE MacBook Air 13.6 M3 24GB 512GB SSD Space grey,2032.8,https://pc-gamer.me/p/APPLE-MacBook-Air-13-6-M3-24GB-512GB-SSD-Space-grey--110287,PC-Gamer
"Lenovo Yoga 9 2-in-1 14ILL10 Win11 Pro Ultra7 258V/1TB SSD/32GB/Copilot+ PC/Intel Arc/bcklt yu/14""",2052.2,https://pc-gamer.me/p/Lenovo-Yoga-9-2-in-1-14ILL10-Win11-Pro-Ultra7-258V-1TB-SSD-32GB-Copilot-PC-Intel-Arc-bcklt-yu-14---113163,PC-Gamer
DELL G16 7630 16 inch QHD+ 240Hz 300nits i7-13650HX 32G,2069.0,https://pc-gamer.me/p/DELL-G16-7630-16-inch-QHD-240Hz-300nits-i7-13650HX-32G--106426,PC-Gamer
ASUS Zenbook Duo UX8406CA-QL075W,2089.4,https://pc-gamer.me/p/ASUS-Zenbook-Duo-UX8406CA-QL075W--111480,PC-Gamer
Lenovo ThinkPad T14 Gen5 21ML0033YA,2097.1,https://pc-gamer.me/p/Lenovo-ThinkPad-T14-Gen5-21ML0033YA--107815,PC-Gamer
HP OmniBook Ultra Flip 14-fh0001nm,2126.7,https://pc-gamer.me/p/HP-OmniBook-Ultra-Flip-14-fh0001nm--109976,PC-Gamer
ASUS Zenbook Pro OLED 15,2225.0,https://pc-gamer.me/p/ASUS-Zenbook-Pro-OLED-15---72493,PC-Gamer
"Lenovo ThinkPad T16 Gen 3 Win11Pro Ultra 7 155U/1TB/32GB/IntelGraphics/16"" WUXGA/BckltUS/Black",2466.5,https://pc-gamer.me/p/Lenovo-ThinkPad-T16-Gen-3-Win11Pro-Ultra-7-155U-1TB-32GB-IntelGraphics-16-WUXGA-BckltUS-Black--113358,PC-Gamer
HP Spectre x360 16,2881.7,https://pc-gamer.me/p/HP-Spectre-x360-16--99139,PC-Gamer
HP Omen 16-wf1002nm IntelCorei9-14900HX /32GB DDR5/1TB/RTX4080/16.1,3586.4,https://pc-gamer.me/p/HP-Omen-16-wf1002nm-IntelCorei9-14900HX-32GB-DDR5-1TB-RTX4080-16-1--111914,PC-Gamer
Apple MacBook Pro 16inča M4 Pro/14-Core CPU/20-Core GPU/48GB/512GB SSD/Silver,3739.0,https://pc-gamer.me/p/Apple-MacBook-Pro-16in-a-M4-Pro-14-Core-CPU-20-Core-GPU-48GB-512GB-SSD-Silver--110362,PC-Gamer
